birth,location,date
1909,"Ennery, France",1909.01.01
1902,"Enschede, The Netherlands",1902.01.01
1902,"Enschede, The Netherlands",1902.01.01
1882,"Enying, Hungary",1882.01.01
1899,"Enying, Hungary",1899.01.01
1901,"Erd, Hungary",1901.01.01
1927,"Erdobenye, Hungary",1927.01.01
1927,"Erdobenye, Hungary",1927.01.01
1872,"Ermihalyfalva, Romania",1872.01.01
1895,"Ermihalyfalva, Romania",1895.01.01
1895,"Ermihalyfalva, Romania",1895.01.01
1881,"Ersekcsanad, Hungary",1881.01.01
1904,"Ersekujvar, Czechoslovakia",1904.01.01
1888,"Esch sur Alzette, Luxembourg",1888.01.01
1885,"Essen, Germany",1885.01.01
1896,"Essen, Germany",1896.01.01
1900,"Essen, Germany",1900.01.01
1902,"Essen, Germany",1902.01.01
1914,"Essen, Germany",1914.01.01
1914,"Essen, Germany",1914.01.01
1890,"Estenfeld ueber Wuerzburg, Germany",1890.01.01
1900,"Esztergom, Hungary",1900.01.01
1906,"Esztergom, Hungary",1906.01.01
1906,"Esztergom, Hungary",1906.01.01
1925,"Esztergom, Hungary",1925.01.01
1872,"Faluszlatina, Czechoslovakia",1872.01.01
1875,"Faluszlatina, Czechoslovakia",1875.01.01
1894,"Faluszlatina, Czechoslovakia",1894.01.01
1911,"Fauglia, Italy",1911.01.01
1923,"Fegersheim, France",1923.01.01
1928,"Felshevisho, Romania",1928.01.01
1899,"Felso Viso, Romania",1899.01.01
1898,"Felsodabas, Hungary",1898.01.01
1894,"Felsoderna, Romania",1894.01.01
1889,"Felsogalla, Hungary",1889.01.01
1895,"Felsogalla, Hungary",1895.01.01
1900,"Felsogalla, Hungary",1900.01.01
1911,"Felsogalla, Hungary",1911.01.01
1925,"Felsogalla, Hungary",1925.01.01
1914,"Felsoviso, Romania",1914.01.01
1927,"Felsoviso, Romania",1927.01.01
1894,"Ferest, Romania",1894.01.01
1925,"Fias, Czechoslovakia",1925.01.01
1906,"Firenze, Italy",1906.01.01
1912,"Firenze, Italy",1912.01.01
1883,"Fiume, Italy",1883.01.01
1899,"Fiume, Italy",1899.01.01
1901,"Fiume, Italy",1901.01.01
1926,"Fiume, Italy",1926.01.01
1926,"Fiume, Italy",1926.01.01
1893,"Foldes, Hungary",1893.01.01
1921,"Forest, Belgium",1921.01.01
1925,"Fraize, France",1925.01.01
1881,France,1881.01.01
1895,France,1895.01.01
1895,France,1895.01.01
1895,France,1895.01.01
1898,France,1898.01.01
1900,France,1900.01.01
1901,France,1901.01.01
1902,France,1902.01.01
1903,France,1903.01.01
1912,France,1912.01.01
1918,France,1918.01.01
1919,France,1919.01.01
1921,France,1921.01.01
1924,France,1924.01.01
1924,France,1924.01.01
1925,France,1925.01.01
1900,"Frankfort on the Main, Germany",1900.01.01
1875,"Frankfurt am Main, Germany",1875.01.01
1879,"Frankfurt am Main, Germany",1879.01.01
1886,"Frankfurt am Main, Germany",1886.01.01
1887,"Frankfurt am Main, Germany",1887.01.01
1909,"Frankfurt am Main, Germany",1909.01.01
1913,"Frankfurt am Main, Germany",1913.01.01
1922,"Frankfurt am Main, Germany",1922.01.01
1924,"Frankfurt am Main, Germany",1924.01.01
1924,"Frankfurt am Main, Germany",1924.01.01
1924,"Frankfurt am Main, Germany",1924.01.01
1930,"Frankfurt am Main, Germany",1930.01.01
1869,"Frankfurt an der Oder, Germany",1869.01.01
1879,"Frankfurt an der Oder, Germany",1879.01.01
1885,"Frankfurt Main, Germany",1885.01.01
1924,"Frankfurt Main, Germany",1924.01.01
1930,"Frankfurt Main, Germany",1930.01.01
1876,"Frankfurt, Germany",1876.01.01
1878,"Frankfurt, Germany",1878.01.01
1881,"Frankfurt, Germany",1881.01.01
1892,"Frankfurt, Germany",1892.01.01
1897,"Frankfurt, Germany",1897.01.01
1911,"Frascati, Italy",1911.01.01
1928,"Freiburg, Germany",1928.01.01
1885,"Friedeberg Neumark, Germany",1885.01.01
1888,"Friesheim, Germany",1888.01.01
1898,"Friesheim, Germany",1898.01.01
1890,"Fulda, Germany",1890.01.01
1894,"Fulda, Germany",1894.01.01
1909,"Fulesd, Hungary",1909.01.01
1874,"Furth, Germany",1874.01.01
1893,"Fuzesabony, Hungary",1893.01.01
1897,"Fuzesgyarmat,",1897.01.01
1924,"Galanta, Czechoslovakia",1924.01.01
1927,"Galanta, Czechoslovakia",1927.01.01
1890,"Galicia Region, Poland",1890.01.01
1915,"Galicia Region, Poland",1915.01.01
1890,"Galocas, Romania",1890.01.01
1904,"Ganice, Czechoslovakia",1904.01.01
1925,"Ganice, Czechoslovakia",1925.01.01
1907,"Ganya, Czechoslovakia",1907.01.01
1916,"Garbatka, Poland",1916.01.01
1926,"Garbatka, Poland",1926.01.01
1883,"Garitz, Germany",1883.01.01
1894,"Gatka, Ukraine (USSR)",1894.01.01
1908,"Gdynia, Poland",1908.01.01
1908,"Gdynia, Poland",1908.01.01
1922,"Gdynia, Poland",1922.01.01
1923,"Gdynia, Poland",1923.01.01
1934,"Gebe, Hungary",1934.01.01
1904,"Gegeny, Hungary",1904.01.01
1910,"Geilenkirchen, Germany",1910.01.01
1924,"Gelej, Hungary",1924.01.01
1890,"Gelnhausen, Germany",1890.01.01
1903,"Genova, Italy",1903.01.01
1918,"Genova, Italy",1918.01.01
1925,"Genova, Italy",1925.01.01
1922,"Georgen, Romania",1922.01.01
1898,"Gera, Germany",1898.01.01
1902,"Gera, Germany",1902.01.01
1930,"Gera, Germany",1930.01.01
1930,"Gera, Germany",1930.01.01
1881,"Gergely, Hungary",1881.01.01
1925,"Gerla,",1925.01.01
1884,Germany,1884.01.01
1885,Germany,1885.01.01
1889,Germany,1889.01.01
1922,Germany,1922.01.01
1925,"Getenya, Czechoslovakia",1925.01.01
1898,"Gheorgheni, Romania",1898.01.01
1924,"Gheorgheni, Romania",1924.01.01
1901,"Gherla, Romania",1901.01.01
1923,"Gherla, Romania",1923.01.01
1925,"Gherla, Romania",1925.01.01
1927,"Gherla, Romania",1927.01.01
1929,"Gimes, Romania",1929.01.01
1870,"Girincs, Hungary",1870.01.01
1903,"Girincs, Hungary",1903.01.01
1907,"Gliwice, Germany",1907.01.01
1903,"Glod, Romania",1903.01.01
1894,"Gojdos, Czechoslovakia",1894.01.01
1921,"Golcowa, Poland",1921.01.01
1907,"Goldap, Germany",1907.01.01
1889,"Gorgeny, Romania",1889.01.01
1893,"Gorizia, Italy",1893.01.01
1904,"Gorizia, Italy",1904.01.01
1896,"Gorzkow, Poland",1896.01.01
1918,"Gouda, The Netherlands",1918.01.01
1906,"Gramsbergen, The Netherlands",1906.01.01
1924,Greece,1924.01.01
1898,"Groenlo, The Netherlands",1898.01.01
1889,"Groningen, The Netherlands",1889.01.01
1896,"Groningen, The Netherlands",1896.01.01
1901,"Groningen, The Netherlands",1901.01.01
1929,"Groningen, The Netherlands",1929.01.01
1884,"Grosswardein, Romania",1884.01.01
1884,"Grosswardein, Romania",1884.01.01
1884,"Grosswardein, Romania",1884.01.01
1895,"Grosswardein, Romania",1895.01.01
1912,"Grosswardein, Romania",1912.01.01
1912,"Grosswardein, Romania",1912.01.01
1912,"Grosswardein, Romania",1912.01.01
1913,"Grosswardein, Romania",1913.01.01
1913,"Grosswardein, Romania",1913.01.01
1914,"Grosswardein, Romania",1914.01.01
1920,"Grosswardein, Romania",1920.01.01
1920,"Grosswardein, Romania",1920.01.01
1922,"Grosswardein, Romania",1922.01.01
1922,"Grosswardein, Romania",1922.01.01
1936,"Grosswardein, Romania",1936.01.01
1936,"Grosswardein, Romania",1936.01.01
1937,"Grosswardein, Romania",1937.01.01
1939,"Grosswardein, Romania",1939.01.01
1929,"Gulacs, Hungary",1929.01.01
1893,"Gumena, Czechoslovakia",1893.01.01
1888,"Gurghiu, Romania",1888.01.01
1878,"Gyalu, Romania",1878.01.01
1895,"Gyergyoszentmiklos, Romania",1895.01.01
1916,"Gyjakovo, Czechoslovakia",1916.01.01
1909,"Gyoma, Hungary",1909.01.01
1930,"Gyoma, Hungary",1930.01.01
1932,"Gyoma, Hungary",1932.01.01
1885,"Gyongyos, Hungary",1885.01.01
1887,"Gyongyos, Hungary",1887.01.01
1891,"Gyongyos, Hungary",1891.01.01
1893,"Gyongyos, Hungary",1893.01.01
1900,"Gyongyos, Hungary",1900.01.01
1911,"Gyongyos, Hungary",1911.01.01
1926,"Gyongyos, Hungary",1926.01.01
1929,"Gyongyos, Hungary",1929.01.01
1886,"Gyor, Hungary",1886.01.01
1887,"Gyor, Hungary",1887.01.01
1887,"Gyor, Hungary",1887.01.01
1887,"Gyor, Hungary",1887.01.01
1888,"Gyor, Hungary",1888.01.01
1897,"Gyor, Hungary",1897.01.01
1897,"Gyor, Hungary",1897.01.01
1901,"Gyor, Hungary",1901.01.01
1903,"Gyor, Hungary",1903.01.01
1904,"Gyor, Hungary",1904.01.01
1908,"Gyor, Hungary",1908.01.01
1926,"Gyor, Hungary",1926.01.01
1932,"Gyor, Hungary",1932.01.01
1934,"Gyor, Hungary",1934.01.01
1935,"Gyor, Hungary",1935.01.01
1938,"Gyor, Hungary",1938.01.01
1924,"Gyorgy, Hungary",1924.01.01
1901,"Gyula, Hungary",1901.01.01
1905,"Gyuro, Hungary",1905.01.01
1888,"Haarlem, The Netherlands",1888.01.01
1918,"Haarlem, The Netherlands",1918.01.01
1908,"Hagymaslapos, Romania",1908.01.01
1922,"Hagymaslapos, Romania",1922.01.01
1895,"Haidunanas, Hungary",1895.01.01
1900,"Hajdu Szoboszlo, Hungary",1900.01.01
1900,"Hajdu Szoboszlo, Hungary",1900.01.01
1901,"Hajduboszormeny, Hungary",1901.01.01
1903,"Hajduboszormeny, Hungary",1903.01.01
1918,"Hajduboszormeny, Hungary",1918.01.01
1931,"Hajduboszormeny, Hungary",1931.01.01
1925,"Hajdudorog, Hungary",1925.01.01
1911,"Hajduhadhaz, Hungary",1911.01.01
1863,"Hajdunanas, Hungary",1863.01.01
1895,"Hajdunanas, Hungary",1895.01.01
1905,"Hajdunanas, Hungary",1905.01.01
1925,"Hajdunanas, Hungary",1925.01.01
1902,"Hajdunasz, Hungary",1902.01.01
1863,"Hajdusamson, Hungary",1863.01.01
1890,"Hajduszoboszlo, Hungary",1890.01.01
1871,"Halberstadt, Germany",1871.01.01
1871,"Halberstadt, Germany",1871.01.01
1929,"Halberstadt, Germany",1929.01.01
1896,"Halle, Germany",1896.01.01
1929,"Halmeu, Romania",1929.01.01
1926,"Halmi, Romania",1926.01.01
1873,"Hamburg, Germany",1873.01.01
1875,"Hamburg, Germany",1875.01.01
1875,"Hamburg, Germany",1875.01.01
1879,"Hamburg, Germany",1879.01.01
1885,"Hamburg, Germany",1885.01.01
1889,"Hamburg, Germany",1889.01.01
1893,"Hamburg, Germany",1893.01.01
1894,"Hamburg, Germany",1894.01.01
1897,"Hamburg, Germany",1897.01.01
1898,"Hamburg, Germany",1898.01.01
1904,"Hamburg, Germany",1904.01.01
1905,"Hamburg, Germany",1905.01.01
1910,"Hamburg, Germany",1910.01.01
1921,"Hamburg, Germany",1921.01.01
1889,"Hannover, Germany",1889.01.01
1892,"Hannover, Germany",1892.01.01
1895,"Hannover, Germany",1895.01.01
1895,"Hannover, Germany",1895.01.01
1896,"Hannover, Germany",1896.01.01
1898,"Hannover, Germany",1898.01.01
1903,"Hannover, Germany",1903.01.01
1905,"Harbrinkhoek, The Netherlands",1905.01.01
1894,"Harlingen, The Netherlands",1894.01.01
1882,"Hatvan, Hungary",1882.01.01
1897,"Hatvan, Hungary",1897.01.01
1902,"Hatvan, Hungary",1902.01.01
1911,"Hatvan, Hungary",1911.01.01
1933,"Hatvan, Hungary",1933.01.01
1940,"Hatvan, Hungary",1940.01.01
1895,"Heidelberg, Germany",1895.01.01
1895,"Hemmerden, Germany",1895.01.01
1895,"Hemmerden, Germany",1895.01.01
1906,"Hemmersdorf Saar, Germany",1906.01.01
1886,"Hencida, Hungary",1886.01.01
1905,"Hengelo, The Netherlands",1905.01.01
1893,"Hennef, Germany",1893.01.01
1926,"Hermanszeg, Hungary",1926.01.01
1930,"Hermanszeg, Hungary",1930.01.01
1894,"Hernadvecse, Hungary",1894.01.01
1901,"Herne, Germany",1901.01.01
1919,"Heves, Hungary",1919.01.01
1927,"Heves, Hungary",1927.01.01
1930,"Heves, Hungary",1930.01.01
1909,"Hida, Romania",1909.01.01
1929,"Hilden, Germany",1929.01.01
1869,"Hillegersberg, The Netherlands",1869.01.01
1872,"Hillesheim, Germany",1872.01.01
1942,"Hilversum, The Netherlands",1942.01.01
1890,"Hlohovec, Czechoslovakia",1890.01.01
1896,"Hlohovec, Czechoslovakia",1896.01.01
1899,"Hlohovec, Czechoslovakia",1899.01.01
1932,"Hlohovec, Czechoslovakia",1932.01.01
1941,"Hlohovec, Czechoslovakia",1941.01.01
1921,"Hodmezovasarhely, Hungary",1921.01.01
1890,"Hogyesz, Hungary",1890.01.01
1898,"Hogyesz, Hungary",1898.01.01
1903,"Hohenlimburg, Germany",1903.01.01
1918,"Hoogezand, The Netherlands",1918.01.01
1923,"Horbourg, France",1923.01.01
1930,"Horincovo, Czechoslovakia",1930.01.01
1932,"Horincovo, Czechoslovakia",1932.01.01
1934,"Horincovo, Czechoslovakia",1934.01.01
1939,"Horincovo, Czechoslovakia",1939.01.01
1941,"Horincovo, Czechoslovakia",1941.01.01
1932,"Hotin, Romania",1932.01.01
1894,"Hovos Mezo, Romania",1894.01.01
1924,"Hozow, Poland",1924.01.01
1907,"Hrusovo, Czechoslovakia",1907.01.01
1930,"Huedin, Romania",1930.01.01
1886,"Humenne, Czechoslovakia",1886.01.01
1914,"Humenne, Czechoslovakia",1914.01.01
1933,"Humenne, Czechoslovakia",1933.01.01
1913,"Humpolec, Czechoslovakia",1913.01.01
1857,Hungary,1857.01.01
1874,Hungary,1874.01.01
1874,Hungary,1874.01.01
1878,Hungary,1878.01.01
1879,Hungary,1879.01.01
1881,Hungary,1881.01.01
1881,Hungary,1881.01.01
1882,Hungary,1882.01.01
1883,Hungary,1883.01.01
1883,Hungary,1883.01.01
1883,Hungary,1883.01.01
1884,Hungary,1884.01.01
1885,Hungary,1885.01.01
1886,Hungary,1886.01.01
1886,Hungary,1886.01.01
1887,Hungary,1887.01.01
1887,Hungary,1887.01.01
1888,Hungary,1888.01.01
1888,Hungary,1888.01.01
1889,Hungary,1889.01.01
1889,Hungary,1889.01.01
1890,Hungary,1890.01.01
1892,Hungary,1892.01.01
1892,Hungary,1892.01.01
1892,Hungary,1892.01.01
1892,Hungary,1892.01.01
1894,Hungary,1894.01.01
1894,Hungary,1894.01.01
1894,Hungary,1894.01.01
1896,Hungary,1896.01.01
1896,Hungary,1896.01.01
1896,Hungary,1896.01.01
1897,Hungary,1897.01.01
1897,Hungary,1897.01.01
1898,Hungary,1898.01.01
1899,Hungary,1899.01.01
1900,Hungary,1900.01.01
1900,Hungary,1900.01.01
1902,Hungary,1902.01.01
1903,Hungary,1903.01.01
1903,Hungary,1903.01.01
1903,Hungary,1903.01.01
1903,Hungary,1903.01.01
1904,Hungary,1904.01.01
1904,Hungary,1904.01.01
1907,Hungary,1907.01.01
1910,Hungary,1910.01.01
1912,Hungary,1912.01.01
1912,Hungary,1912.01.01
1913,Hungary,1913.01.01
1914,Hungary,1914.01.01
1915,Hungary,1915.01.01
1918,Hungary,1918.01.01
1920,Hungary,1920.01.01
1925,Hungary,1925.01.01
1926,Hungary,1926.01.01
1928,Hungary,1928.01.01
1931,Hungary,1931.01.01
1932,Hungary,1932.01.01
1933,Hungary,1933.01.01
1934,Hungary,1934.01.01
1934,Hungary,1934.01.01
1934,Hungary,1934.01.01
1935,Hungary,1935.01.01
1936,Hungary,1936.01.01
1938,Hungary,1938.01.01
1939,Hungary,1939.01.01
1940,Hungary,1940.01.01
1940,Hungary,1940.01.01
1890,"Hust, Czechoslovakia",1890.01.01
1892,"Hust, Czechoslovakia",1892.01.01
1894,"Hust, Czechoslovakia",1894.01.01
1898,"Hust, Czechoslovakia",1898.01.01
1900,"Hust, Czechoslovakia",1900.01.01
1918,"Hust, Czechoslovakia",1918.01.01
1925,"Huszt, Czechoslovakia",1925.01.01
1932,"Huszt, Czechoslovakia",1932.01.01
1898,"Iazlowitz, Romania",1898.01.01
1897,"Ibrany, Hungary",1897.01.01
1899,"Ibrany, Hungary",1899.01.01
1919,"Iclod, Romania",1919.01.01
1897,"Ieud, Romania",1897.01.01
1924,"Iklod, Romania",1924.01.01
1912,"Ilanda, Romania",1912.01.01
1925,"Ileanda, Romania",1925.01.01
1895,"Ilnica, Czechoslovakia",1895.01.01
1889,"Ilnice, Czechoslovakia",1889.01.01
1922,"Ilonca, Czechoslovakia",1922.01.01
1929,"Ilonca, Czechoslovakia",1929.01.01
1931,"Ilonca, Czechoslovakia",1931.01.01
1918,"Imreg, Czechoslovakia",1918.01.01
1896,"Ioannina, Greece",1896.01.01
1907,"Ioannina, Greece",1907.01.01
1890,"Ipolysag, Czechoslovakia",1890.01.01
1894,"Ipolysag, Czechoslovakia",1894.01.01
1911,"Iregszemcse, Hungary",1911.01.01
1925,"Irhoc, Czechoslovakia",1925.01.01
1882,"Irsava, Czechoslovakia",1882.01.01
1885,"Irsava, Czechoslovakia",1885.01.01
1926,"Irsava, Czechoslovakia",1926.01.01
1936,"Irsava, Czechoslovakia",1936.01.01
1938,"Irsava, Czechoslovakia",1938.01.01
1938,"Irsava, Czechoslovakia",1938.01.01
1939,"Irsava, Czechoslovakia",1939.01.01
1942,"Irsava, Czechoslovakia",1942.01.01
1942,"Irsava, Czechoslovakia",1942.01.01
1940,"Irshava, Czechoslovakia",1940.01.01
1905,"Isaszeg, Hungary",1905.01.01
1905,"Isaszeg, Hungary",1905.01.01
1884,"Iserlohn, Germany",1884.01.01
1875,Italy,1875.01.01
1903,Italy,1903.01.01
1929,Italy,1929.01.01
1900,"Ivrea, Italy",1900.01.01
1904,"Ivry sur Seine, France",1904.01.01
1905,"Janina, Greece",1905.01.01
1921,"Janina, Greece",1921.01.01
1900,"Jannina, Greece",1900.01.01
1871,"Janosi,",1871.01.01
1874,"Janosi, Hungary",1874.01.01
1909,"Janosi, Hungary",1909.01.01
1925,"Jardanhaza, Hungary",1925.01.01
1917,"Jasenas, Yugoslavia",1917.01.01
1892,"Jasi, Romania",1892.01.01
1910,"Jasina, Czechoslovakia",1910.01.01
1922,"Jaszalsoszentgyorgy, Hungary",1922.01.01
1928,"Jaszarokszallas, Hungary",1928.01.01
1887,"Jaszbereny, Hungary",1887.01.01
1933,"Jaszbereny, Hungary",1933.01.01
1895,"Jaszfenyszaru, Hungary",1895.01.01
1922,"Jaszkarajeno, Hungary",1922.01.01
1902,"Jaworzno, Poland",1902.01.01
1905,"Jenofalvarol,",1905.01.01
1887,"Jihlava, Czechoslovakia",1887.01.01
1909,"Jura, Czechoslovakia",1909.01.01
1923,"Kabala Csarda Sziget, Romania",1923.01.01
1879,"Kadarkut, Hungary",1879.01.01
1911,"Kadarkut, Hungary",1911.01.01
1938,"Kadarkut, Hungary",1938.01.01
1887,"Kaiserslautern, Germany",1887.01.01
1885,"Kalisz, Poland",1885.01.01
1908,"Kalisz, Poland",1908.01.01
1921,"Kalisz, Poland",1921.01.01
1921,"Kalisz, Poland",1921.01.01
1922,"Kalisz, Poland",1922.01.01
1886,"Kalnik, Czechoslovakia",1886.01.01
1892,"Kalnik, Czechoslovakia",1892.01.01
1895,"Kalnik, Czechoslovakia",1895.01.01
1879,"Kalocsa, Hungary",1879.01.01
1906,"Kalocsa, Hungary",1906.01.01
1921,"Kamenica Hronom, Czechoslovakia",1921.01.01
1926,"Kantorjanosi, Hungary",1926.01.01
1899,"Kapolna,",1899.01.01
1872,"Kaposmero, Hungary",1872.01.01
1886,"Kaposvar, Hungary",1886.01.01
1888,"Kaposvar, Hungary",1888.01.01
1892,"Kaposvar, Hungary",1892.01.01
1892,"Kaposvar, Hungary",1892.01.01
1897,"Kaposvar, Hungary",1897.01.01
1913,"Kaposvar, Hungary",1913.01.01
1939,"Kaposvar, Hungary",1939.01.01
1885,"Karad, Hungary",1885.01.01
1895,"Karad, Hungary",1895.01.01
1899,"Karad, Hungary",1899.01.01
1900,"Karad, Hungary",1900.01.01
1900,"Karad, Hungary",1900.01.01
1902,"Karad, Hungary",1902.01.01
1894,"Karcag, Hungary",1894.01.01
1899,"Karcag, Hungary",1899.01.01
1905,"Karditsa, Greece",1905.01.01
1913,"Karlovy Vary, Czechoslovakia",1913.01.01
1926,"Karlovy Vary, Czechoslovakia",1926.01.01
1896,"Karlsbad, Czechoslovakia",1896.01.01
1900,"Karlsruhe, Germany",1900.01.01
1888,"Karoly, Romania",1888.01.01
1880,"Kaschau, Czechoslovakia",1880.01.01
1928,"Kasha, Czechoslovakia",1928.01.01
1929,"Kaso, Czechoslovakia",1929.01.01
1908,"Kassa,",1908.01.01
1884,"Kassel, Germany",1884.01.01
1888,"Kassel, Germany",1888.01.01
1903,"Kassel, Germany",1903.01.01
1908,"Kassel, Germany",1908.01.01
1922,"Kassel, Germany",1922.01.01
1914,"Kastoria, Greece",1914.01.01
1875,"Katowice, Poland",1875.01.01
1897,"Katowice, Poland",1897.01.01
1906,"Kattowitz, Poland",1906.01.01
1899,"Kaunas, Lithuania",1899.01.01
1914,"Kaunas, Lithuania",1914.01.01
1927,"Kaunas, Lithuania",1927.01.01
1929,"Kaunas, Lithuania",1929.01.01
1930,"Kaunas, Lithuania",1930.01.01
1932,"Kaunas, Lithuania",1932.01.01
1925,"Kavalla, Greece",1925.01.01
1885,"Kecskemet, Hungary",1885.01.01
1888,"Kecskemet, Hungary",1888.01.01
1892,"Kecskemet, Hungary",1892.01.01
1895,"Kecskemet, Hungary",1895.01.01
1895,"Kecskemet, Hungary",1895.01.01
1897,"Kecskemet, Hungary",1897.01.01
1897,"Kecskemet, Hungary",1897.01.01
1898,"Kecskemet, Hungary",1898.01.01
1898,"Kecskemet, Hungary",1898.01.01
1900,"Kecskemet, Hungary",1900.01.01
1902,"Kecskemet, Hungary",1902.01.01
1906,"Kecskemet, Hungary",1906.01.01
1908,"Kecskemet, Hungary",1908.01.01
1914,"Kecskemet, Hungary",1914.01.01
1914,"Kecskemet, Hungary",1914.01.01
1922,"Kecskemet, Hungary",1922.01.01
1927,"Kecskemet, Hungary",1927.01.01
1945,"Kecskemet, Hungary",1945.01.01
1908,"Kehl, Germany",1908.01.01
1908,"Kehl, Germany",1908.01.01
1899,"Kempten, Germany",1899.01.01
1913,"Kerecke, Czechoslovakia",1913.01.01
1900,"Kerekhegy, Czechoslovakia",1900.01.01
1927,"Kerekhegy, Czechoslovakia",1927.01.01
1896,"Kero, Romania",1896.01.01
1926,"Kero, Romania",1926.01.01
1929,"Kero, Romania",1929.01.01
1924,"Kerpen, Germany",1924.01.01
1899,"Keszi, Hungary",1899.01.01
1877,"Keszthely, Hungary",1877.01.01
1887,"Keszthely, Hungary",1887.01.01
1897,"Keszthely, Hungary",1897.01.01
1900,"Keszthely, Hungary",1900.01.01
1925,"Keszthely, Hungary",1925.01.01
1879,"Kethely, Hungary",1879.01.01
1906,"Kethely, Hungary",1906.01.01
1911,"Kethely, Hungary",1911.01.01
1930,"Kethely, Hungary",1930.01.01
1936,"Kethely, Hungary",1936.01.01
1937,"Kethely, Hungary",1937.01.01
1900,"Keulen, Germany",1900.01.01
1918,"Keulen, Germany",1918.01.01
1905,"Kevermes, Hungary",1905.01.01
1895,"Kezmarok, Czechoslovakia",1895.01.01
1902,"Kezmarok, Czechoslovakia",1902.01.01
1908,"Kherson, Ukraine (USSR)",1908.01.01
1890,"Kielce, Poland",1890.01.01
1900,"Kielce, Poland",1900.01.01
1901,"Kiev, Ukraine (USSR)",1901.01.01
1869,"Kikinda, Yugoslavia",1869.01.01
1894,"Kikinda, Yugoslavia",1894.01.01
1926,"Kikinda, Yugoslavia",1926.01.01
1908,"Kikol, Poland",1908.01.01
1906,"Kiralhaza, Czechoslovakia",1906.01.01
1942,"Kiraly Helmec, Czechoslovakia",1942.01.01
1928,"Kiralyhaza, Czechoslovakia",1928.01.01
1909,"Kiralyhelmec, Czechoslovakia",1909.01.01
1857,"Kirva, Romania",1857.01.01
1898,"Kirva, Romania",1898.01.01
1900,"Kirva, Romania",1900.01.01
1930,"Kirva, Romania",1930.01.01
1932,"Kirva, Romania",1932.01.01
1935,"Kirva, Romania",1935.01.01
1938,"Kirva, Romania",1938.01.01
1910,"Kisber, Hungary",1910.01.01
1912,"Kisber, Hungary",1912.01.01
1901,"Kisdobrony, Czechoslovakia",1901.01.01
1895,"Kiskomarom, Hungary",1895.01.01
1896,"Kiskomarom, Hungary",1896.01.01
1902,"Kiskomarom, Hungary",1902.01.01
1904,"Kiskomarom, Hungary",1904.01.01
1925,"Kiskomarom, Hungary",1925.01.01
1903,"Kiskoros, Hungary",1903.01.01
1913,"Kiskoros, Hungary",1913.01.01
1886,"Kiskunfelegyhaza, Hungary",1886.01.01
1898,"Kiskunfelegyhaza, Hungary",1898.01.01
1925,"Kiskunfelegyhaza, Hungary",1925.01.01
1927,"Kiskunfelegyhaza, Hungary",1927.01.01
1928,"Kiskunfelegyhaza, Hungary",1928.01.01
1929,"Kiskunfelegyhaza, Hungary",1929.01.01
1883,"Kiskunhalas, Hungary",1883.01.01
1903,"Kiskunhalas, Hungary",1903.01.01
1921,"Kiskunhalas, Hungary",1921.01.01
1923,"Kiskunhalas, Hungary",1923.01.01
1872,"Kispest, Hungary",1872.01.01
1875,"Kispest, Hungary",1875.01.01
1878,"Kispest, Hungary",1878.01.01
1882,"Kispest, Hungary",1882.01.01
1889,"Kispest, Hungary",1889.01.01
1892,"Kispest, Hungary",1892.01.01
1893,"Kispest, Hungary",1893.01.01
1895,"Kispest, Hungary",1895.01.01
1897,"Kispest, Hungary",1897.01.01
1900,"Kispest, Hungary",1900.01.01
1903,"Kispest, Hungary",1903.01.01
1903,"Kispest, Hungary",1903.01.01
1912,"Kispest, Hungary",1912.01.01
1914,"Kispest, Hungary",1914.01.01
1926,"Kispest, Hungary",1926.01.01
1936,"Kispest, Hungary",1936.01.01
1886,"Kisrozvagy, Hungary",1886.01.01
1895,"Kisrozvagy, Hungary",1895.01.01
1895,"Kisrozvagy, Hungary",1895.01.01
1910,"Kisrozvagy, Hungary",1910.01.01
1940,"Kisrozvagy, Hungary",1940.01.01
1942,"Kisrozvagy, Hungary",1942.01.01
1890,"Kistarcsa, Hungary",1890.01.01
1898,"Kistecso, Romania",1898.01.01
1875,"Kisvarda, Hungary",1875.01.01
1896,"Kisvarda, Hungary",1896.01.01
1896,"Kisvarda, Hungary",1896.01.01
1899,"Kisvarda, Hungary",1899.01.01
1900,"Kisvarda, Hungary",1900.01.01
1906,"Kisvarda, Hungary",1906.01.01
1922,"Kisvarda, Hungary",1922.01.01
1929,"Kisvarda, Hungary",1929.01.01
1932,"Kisvarda, Hungary",1932.01.01
1934,"Kisvarda, Hungary",1934.01.01
1926,"Kiswardo, Hungary",1926.01.01
1910,"Kiszwarda, Hungary",1910.01.01
1887,"Kivjazd, Czechoslovakia",1887.01.01
1927,"Kivjazd, Czechoslovakia",1927.01.01
1910,"Klacsano, Czechoslovakia",1910.01.01
1900,"Kladanj, Yugoslavia",1900.01.01
1904,"Kladanj, Yugoslavia",1904.01.01
1914,"Kladanj, Yugoslavia",1914.01.01
1916,"Kladanj, Yugoslavia",1916.01.01
1922,"Kladanj, Yugoslavia",1922.01.01
1924,"Kladanj, Yugoslavia",1924.01.01
1926,"Kladanj, Yugoslavia",1926.01.01
1928,"Kladanj, Yugoslavia",1928.01.01
1932,"Kladanj, Yugoslavia",1932.01.01
1941,"Kladanj, Yugoslavia",1941.01.01
1915,"Klatovy, Czechoslovakia",1915.01.01
1925,"Klodawa, Poland",1925.01.01
