birth,location,date
1900,"Kielce, Poland",1900.01.01
1900,"Kielce, Poland",1900.01.01
1900,"Kielce, Poland",1900.01.01
1900,"Kielce, Poland",1900.01.01
1900,"Kielce, Poland",1900.01.01
1900,"Kielce, Poland",1900.01.01
1900,"Kielce, Poland",1900.01.01
1900,"Kielce, Poland",1900.01.01
1900,"Kielce, Poland",1900.01.01
1900,"Kielce, Poland",1900.01.01
1914,"Kielce, Poland",1914.01.01
1914,"Kielce, Poland",1914.01.01
1895,"Kielce, Poland",1895.01.01
1895,"Kielce, Poland",1895.01.01
1922,"Kielce, Poland",1922.01.01
1922,"Kielce, Poland",1922.01.01
1892,"Kielce, Poland",1892.01.01
1924,"Kielce, Poland",1924.01.01
1924,"Kielce, Poland",1924.01.01
1890,"Kielce, Poland",1890.01.01
1890,"Kielce, Poland",1890.01.01
1890,"Kielce, Poland",1890.01.01
1890,"Kielce, Poland",1890.01.01
1890,"Kielce, Poland",1890.01.01
1910,"Kielce, Poland",1910.01.01
1910,"Kielce, Poland",1910.01.01
1910,"Kielce, Poland",1910.01.01
1909,"Kielce, Poland",1909.01.01
1915,"Kielce, Poland",1915.01.01
1935,"Kielce, Poland",1935.01.01
1903,"Kielce, Poland",1903.01.01
1906,"Kielce, Poland",1906.01.01
1906,"Kielce, Poland",1906.01.01
1906,"Kielce, Poland",1906.01.01
1906,"Kielce, Poland",1906.01.01
1929,"Kielce, Poland",1929.01.01
1929,"Kielce, Poland",1929.01.01
1925,"Kielce, Poland",1925.01.01
1925,"Kielce, Poland",1925.01.01
1885,"Kielce, Poland",1885.01.01
1885,"Kielce, Poland",1885.01.01
1885,"Kielce, Poland",1885.01.01
1908,"Kielce, Poland",1908.01.01
1908,"Kielce, Poland",1908.01.01
1908,"Kielce, Poland",1908.01.01
1905,"Kielce, Poland",1905.01.01
1907,"Kielce, Poland",1907.01.01
1916,"Kielce, Poland",1916.01.01
1916,"Kielce, Poland",1916.01.01
1884,"Kielce, Poland",1884.01.01
1888,"Kielce, Poland",1888.01.01
1888,"Kielce, Poland",1888.01.01
1919,"Kielce, Poland",1919.01.01
1919,"Kielce, Poland",1919.01.01
1920,"Chrzanow, Poland",1920.01.01
1912,"Chrzanow, Poland",1912.01.01
1912,"Chrzanow, Poland",1912.01.01
1912,"Chrzanow, Poland",1912.01.01
1880,"Chrzanow, Poland",1880.01.01
1880,"Chrzanow, Poland",1880.01.01
1898,"Chrzanow, Poland",1898.01.01
1898,"Chrzanow, Poland",1898.01.01
1898,"Chrzanow, Poland",1898.01.01
1900,"Chrzanow, Poland",1900.01.01
1895,"Chrzanow, Poland",1895.01.01
1895,"Chrzanow, Poland",1895.01.01
1895,"Chrzanow, Poland",1895.01.01
1892,"Chrzanow, Poland",1892.01.01
1932,"Chrzanow, Poland",1932.01.01
1932,"Chrzanow, Poland",1932.01.01
1930,"Chrzanow, Poland",1930.01.01
1890,"Chrzanow, Poland",1890.01.01
1890,"Chrzanow, Poland",1890.01.01
1910,"Chrzanow, Poland",1910.01.01
1928,"Chrzanow, Poland",1928.01.01
1928,"Chrzanow, Poland",1928.01.01
1921,"Chrzanow, Poland",1921.01.01
1909,"Chrzanow, Poland",1909.01.01
1881,"Chrzanow, Poland",1881.01.01
1881,"Chrzanow, Poland",1881.01.01
1881,"Chrzanow, Poland",1881.01.01
1911,"Chrzanow, Poland",1911.01.01
1915,"Chrzanow, Poland",1915.01.01
1935,"Chrzanow, Poland",1935.01.01
1903,"Chrzanow, Poland",1903.01.01
1926,"Chrzanow, Poland",1926.01.01
1926,"Chrzanow, Poland",1926.01.01
1931,"Chrzanow, Poland",1931.01.01
1878,"Chrzanow, Poland",1878.01.01
1906,"Chrzanow, Poland",1906.01.01
1906,"Chrzanow, Poland",1906.01.01
1885,"Chrzanow, Poland",1885.01.01
1901,"Chrzanow, Poland",1901.01.01
1901,"Chrzanow, Poland",1901.01.01
1871,"Chrzanow, Poland",1871.01.01
1908,"Chrzanow, Poland",1908.01.01
1913,"Chrzanow, Poland",1913.01.01
1933,"Chrzanow, Poland",1933.01.01
1933,"Chrzanow, Poland",1933.01.01
1883,"Chrzanow, Poland",1883.01.01
1883,"Chrzanow, Poland",1883.01.01
1897,"Chrzanow, Poland",1897.01.01
1896,"Chrzanow, Poland",1896.01.01
1896,"Chrzanow, Poland",1896.01.01
1917,"Chrzanow, Poland",1917.01.01
1884,"Chrzanow, Poland",1884.01.01
1888,"Chrzanow, Poland",1888.01.01
1886,"Chrzanow, Poland",1886.01.01
1876,"Chrzanow, Poland",1876.01.01
1939,"Chrzanow, Poland",1939.01.01
1855,"Chrzanow, Poland",1855.01.01
1920,"Swierz, Poland",1920.01.01
1920,"Skala, Poland",1920.01.01
1912,"Skala, Poland",1912.01.01
1914,"Skala, Poland",1914.01.01
1918,"Skala, Poland",1918.01.01
1918,"Skala, Poland",1918.01.01
1926,"Skala, Poland",1926.01.01
1916,"Skala, Poland",1916.01.01
1916,"Skala, Poland",1916.01.01
1920,"Hamburg, Germany",1920.01.01
1899,"Hamburg, Germany",1899.01.01
1923,"Hamburg, Germany",1923.01.01
1937,"Hamburg, Germany",1937.01.01
1894,"Hamburg, Germany",1894.01.01
1901,"Hamburg, Germany",1901.01.01
1908,"Hamburg, Germany",1908.01.01
1938,"Hamburg, Germany",1938.01.01
1865,"Hamburg, Germany",1865.01.01
1876,"Hamburg, Germany",1876.01.01
1920,Poland,1920.01.01
1920,Poland,1920.01.01
1899,Poland,1899.01.01
1899,Poland,1899.01.01
1902,Poland,1902.01.01
1904,Poland,1904.01.01
1923,Poland,1923.01.01
1912,Poland,1912.01.01
1880,Poland,1880.01.01
1937,Poland,1937.01.01
1900,Poland,1900.01.01
1914,Poland,1914.01.01
1914,Poland,1914.01.01
1922,Poland,1922.01.01
1932,Poland,1932.01.01
1932,Poland,1932.01.01
1930,Poland,1930.01.01
1890,Poland,1890.01.01
1890,Poland,1890.01.01
1910,Poland,1910.01.01
1910,Poland,1910.01.01
1910,Poland,1910.01.01
1910,Poland,1910.01.01
1927,Poland,1927.01.01
1918,Poland,1918.01.01
1915,Poland,1915.01.01
1915,Poland,1915.01.01
1915,Poland,1915.01.01
1903,Poland,1903.01.01
1903,Poland,1903.01.01
1926,Poland,1926.01.01
1893,Poland,1893.01.01
1906,Poland,1906.01.01
1901,Poland,1901.01.01
1901,Poland,1901.01.01
1905,Poland,1905.01.01
1883,Poland,1883.01.01
1916,Poland,1916.01.01
1917,Poland,1917.01.01
1888,Poland,1888.01.01
1938,Poland,1938.01.01
1875,Poland,1875.01.01
1940,Poland,1940.01.01
1936,Poland,1936.01.01
1869,Poland,1869.01.01
1920,"Galicia Region, Poland",1920.01.01
1930,"Galicia Region, Poland",1930.01.01
1890,"Galicia Region, Poland",1890.01.01
1918,"Galicia Region, Poland",1918.01.01
1915,"Galicia Region, Poland",1915.01.01
1877,"Galicia Region, Poland",1877.01.01
1867,"Galicia Region, Poland",1867.01.01
1865,"Galicia Region, Poland",1865.01.01
1860,"Galicia Region, Poland",1860.01.01
1920,"Munkacs, Czechoslovakia",1920.01.01
1924,"Munkacs, Czechoslovakia",1924.01.01
1890,"Munkacs, Czechoslovakia",1890.01.01
1935,"Munkacs, Czechoslovakia",1935.01.01
1916,"Munkacs, Czechoslovakia",1916.01.01
1920,"Dombrova, Poland",1920.01.01
1920,"Kamien, Poland",1920.01.01
1892,"Kamien, Poland",1892.01.01
1921,"Kamien, Poland",1921.01.01
1911,"Kamien, Poland",1911.01.01
1917,"Kamien, Poland",1917.01.01
1888,"Kamien, Poland",1888.01.01
1919,"Kamien, Poland",1919.01.01
1889,"Kamien, Poland",1889.01.01
1886,"Kamien, Poland",1886.01.01
1936,"Kamien, Poland",1936.01.01
1920,"Paris, France",1920.01.01
1902,"Paris, France",1902.01.01
1904,"Paris, France",1904.01.01
1904,"Paris, France",1904.01.01
1923,"Paris, France",1923.01.01
1912,"Paris, France",1912.01.01
1912,"Paris, France",1912.01.01
1912,"Paris, France",1912.01.01
1912,"Paris, France",1912.01.01
1898,"Paris, France",1898.01.01
1898,"Paris, France",1898.01.01
1898,"Paris, France",1898.01.01
1891,"Paris, France",1891.01.01
1937,"Paris, France",1937.01.01
1900,"Paris, France",1900.01.01
1900,"Paris, France",1900.01.01
1900,"Paris, France",1900.01.01
1900,"Paris, France",1900.01.01
1900,"Paris, France",1900.01.01
1882,"Paris, France",1882.01.01
1914,"Paris, France",1914.01.01
1914,"Paris, France",1914.01.01
1895,"Paris, France",1895.01.01
1895,"Paris, France",1895.01.01
1892,"Paris, France",1892.01.01
1924,"Paris, France",1924.01.01
1890,"Paris, France",1890.01.01
1910,"Paris, France",1910.01.01
1910,"Paris, France",1910.01.01
1910,"Paris, France",1910.01.01
1910,"Paris, France",1910.01.01
1921,"Paris, France",1921.01.01
1909,"Paris, France",1909.01.01
1909,"Paris, France",1909.01.01
1918,"Paris, France",1918.01.01
1918,"Paris, France",1918.01.01
1911,"Paris, France",1911.01.01
1903,"Paris, France",1903.01.01
1931,"Paris, France",1931.01.01
1893,"Paris, France",1893.01.01
1878,"Paris, France",1878.01.01
1906,"Paris, France",1906.01.01
1871,"Paris, France",1871.01.01
1908,"Paris, France",1908.01.01
1905,"Paris, France",1905.01.01
1905,"Paris, France",1905.01.01
1905,"Paris, France",1905.01.01
1905,"Paris, France",1905.01.01
1905,"Paris, France",1905.01.01
1879,"Paris, France",1879.01.01
1913,"Paris, France",1913.01.01
1907,"Paris, France",1907.01.01
1907,"Paris, France",1907.01.01
1907,"Paris, France",1907.01.01
1896,"Paris, France",1896.01.01
1916,"Paris, France",1916.01.01
1917,"Paris, France",1917.01.01
1919,"Paris, France",1919.01.01
1889,"Paris, France",1889.01.01
1940,"Paris, France",1940.01.01
1886,"Paris, France",1886.01.01
1941,"Paris, France",1941.01.01
1934,"Paris, France",1934.01.01
1920,"Bolechow, Poland",1920.01.01
1923,"Bolechow, Poland",1923.01.01
1912,"Bolechow, Poland",1912.01.01
1882,"Bolechow, Poland",1882.01.01
1922,"Bolechow, Poland",1922.01.01
1924,"Bolechow, Poland",1924.01.01
1917,"Bolechow, Poland",1917.01.01
1920,"Pabjanice, Poland",1920.01.01
1921,"Pabjanice, Poland",1921.01.01
1921,"Pabjanice, Poland",1921.01.01
1919,"Pabjanice, Poland",1919.01.01
1919,"Pabjanice, Poland",1919.01.01
1920,"Zombkowice, Poland",1920.01.01
1898,"Zombkowice, Poland",1898.01.01
1890,"Zombkowice, Poland",1890.01.01
1920,"Kishinev, Romania",1920.01.01
1923,"Kishinev, Romania",1923.01.01
1920,"Warszawa, Poland",1920.01.01
1899,"Warszawa, Poland",1899.01.01
1902,"Warszawa, Poland",1902.01.01
1923,"Warszawa, Poland",1923.01.01
1923,"Warszawa, Poland",1923.01.01
1923,"Warszawa, Poland",1923.01.01
1923,"Warszawa, Poland",1923.01.01
1912,"Warszawa, Poland",1912.01.01
1880,"Warszawa, Poland",1880.01.01
1880,"Warszawa, Poland",1880.01.01
1898,"Warszawa, Poland",1898.01.01
1898,"Warszawa, Poland",1898.01.01
1900,"Warszawa, Poland",1900.01.01
1900,"Warszawa, Poland",1900.01.01
1900,"Warszawa, Poland",1900.01.01
1900,"Warszawa, Poland",1900.01.01
1900,"Warszawa, Poland",1900.01.01
1882,"Warszawa, Poland",1882.01.01
1914,"Warszawa, Poland",1914.01.01
1922,"Warszawa, Poland",1922.01.01
1922,"Warszawa, Poland",1922.01.01
1924,"Warszawa, Poland",1924.01.01
1890,"Warszawa, Poland",1890.01.01
1890,"Warszawa, Poland",1890.01.01
1890,"Warszawa, Poland",1890.01.01
1890,"Warszawa, Poland",1890.01.01
1890,"Warszawa, Poland",1890.01.01
1890,"Warszawa, Poland",1890.01.01
1910,"Warszawa, Poland",1910.01.01
1921,"Warszawa, Poland",1921.01.01
1921,"Warszawa, Poland",1921.01.01
1909,"Warszawa, Poland",1909.01.01
1918,"Warszawa, Poland",1918.01.01
1918,"Warszawa, Poland",1918.01.01
1918,"Warszawa, Poland",1918.01.01
1918,"Warszawa, Poland",1918.01.01
1918,"Warszawa, Poland",1918.01.01
1918,"Warszawa, Poland",1918.01.01
1918,"Warszawa, Poland",1918.01.01
1911,"Warszawa, Poland",1911.01.01
1911,"Warszawa, Poland",1911.01.01
1915,"Warszawa, Poland",1915.01.01
1915,"Warszawa, Poland",1915.01.01
1903,"Warszawa, Poland",1903.01.01
1926,"Warszawa, Poland",1926.01.01
1893,"Warszawa, Poland",1893.01.01
1906,"Warszawa, Poland",1906.01.01
1929,"Warszawa, Poland",1929.01.01
1925,"Warszawa, Poland",1925.01.01
1925,"Warszawa, Poland",1925.01.01
1901,"Warszawa, Poland",1901.01.01
1901,"Warszawa, Poland",1901.01.01
1901,"Warszawa, Poland",1901.01.01
1908,"Warszawa, Poland",1908.01.01
1905,"Warszawa, Poland",1905.01.01
1905,"Warszawa, Poland",1905.01.01
1905,"Warszawa, Poland",1905.01.01
1877,"Warszawa, Poland",1877.01.01
1913,"Warszawa, Poland",1913.01.01
1913,"Warszawa, Poland",1913.01.01
1916,"Warszawa, Poland",1916.01.01
1916,"Warszawa, Poland",1916.01.01
1916,"Warszawa, Poland",1916.01.01
1916,"Warszawa, Poland",1916.01.01
1916,"Warszawa, Poland",1916.01.01
1917,"Warszawa, Poland",1917.01.01
1917,"Warszawa, Poland",1917.01.01
1888,"Warszawa, Poland",1888.01.01
1919,"Warszawa, Poland",1919.01.01
1919,"Warszawa, Poland",1919.01.01
1938,"Warszawa, Poland",1938.01.01
1889,"Warszawa, Poland",1889.01.01
1889,"Warszawa, Poland",1889.01.01
1876,"Warszawa, Poland",1876.01.01
1874,"Warszawa, Poland",1874.01.01
1920,"Mukacevo, Czechoslovakia",1920.01.01
1893,"Mukacevo, Czechoslovakia",1893.01.01
1884,"Mukacevo, Czechoslovakia",1884.01.01
1920,"Tarnopol, Poland",1920.01.01
1924,"Tarnopol, Poland",1924.01.01
1920,"Piotrkow Trybunalski, Poland",1920.01.01
1920,"Piotrkow Trybunalski, Poland",1920.01.01
1912,"Piotrkow Trybunalski, Poland",1912.01.01
1880,"Piotrkow Trybunalski, Poland",1880.01.01
1880,"Piotrkow Trybunalski, Poland",1880.01.01
1891,"Piotrkow Trybunalski, Poland",1891.01.01
1890,"Piotrkow Trybunalski, Poland",1890.01.01
1910,"Piotrkow Trybunalski, Poland",1910.01.01
1894,"Piotrkow Trybunalski, Poland",1894.01.01
1915,"Piotrkow Trybunalski, Poland",1915.01.01
1885,"Piotrkow Trybunalski, Poland",1885.01.01
1905,"Piotrkow Trybunalski, Poland",1905.01.01
1913,"Piotrkow Trybunalski, Poland",1913.01.01
1888,"Piotrkow Trybunalski, Poland",1888.01.01
1920,"Ziuromnin, Poland",1920.01.01
1920,"Slupienovo, Poland",1920.01.01
1912,"Slupienovo, Poland",1912.01.01
1914,"Slupienovo, Poland",1914.01.01
1890,"Slupienovo, Poland",1890.01.01
1910,"Slupienovo, Poland",1910.01.01
1918,"Slupienovo, Poland",1918.01.01
1915,"Slupienovo, Poland",1915.01.01
1920,"Miedzyrzecz, Poland",1920.01.01
1880,"Miedzyrzecz, Poland",1880.01.01
1922,"Miedzyrzecz, Poland",1922.01.01
1892,"Miedzyrzecz, Poland",1892.01.01
1918,"Miedzyrzecz, Poland",1918.01.01
1918,"Miedzyrzecz, Poland",1918.01.01
1896,"Miedzyrzecz, Poland",1896.01.01
1916,"Miedzyrzecz, Poland",1916.01.01
1920,"Tschenstochau, Poland",1920.01.01
1899,"Tschenstochau, Poland",1899.01.01
1902,"Tschenstochau, Poland",1902.01.01
1912,"Tschenstochau, Poland",1912.01.01
1909,"Tschenstochau, Poland",1909.01.01
1893,"Tschenstochau, Poland",1893.01.01
1906,"Tschenstochau, Poland",1906.01.01
1901,"Tschenstochau, Poland",1901.01.01
1913,"Tschenstochau, Poland",1913.01.01
1897,"Tschenstochau, Poland",1897.01.01
1916,"Tschenstochau, Poland",1916.01.01
1888,"Tschenstochau, Poland",1888.01.01
1920,"Mezrich, Poland",1920.01.01
1920,"Mezrich, Poland",1920.01.01
1912,"Mezrich, Poland",1912.01.01
1914,"Mezrich, Poland",1914.01.01
1895,"Mezrich, Poland",1895.01.01
1922,"Mezrich, Poland",1922.01.01
1890,"Mezrich, Poland",1890.01.01
1916,"Mezrich, Poland",1916.01.01
1920,"Bruxelles, Belgium",1920.01.01
1911,"Bruxelles, Belgium",1911.01.01
1925,"Bruxelles, Belgium",1925.01.01
1884,"Bruxelles, Belgium",1884.01.01
1920,"Ozorkov, Poland",1920.01.01
1901,"Ozorkov, Poland",1901.01.01
1920,"Sosnovic, Poland",1920.01.01
1923,"Sosnovic, Poland",1923.01.01
1878,"Sosnovic, Poland",1878.01.01
1920,"Kutno, Poland",1920.01.01
1923,"Kutno, Poland",1923.01.01
1912,"Kutno, Poland",1912.01.01
1880,"Kutno, Poland",1880.01.01
1891,"Kutno, Poland",1891.01.01
1882,"Kutno, Poland",1882.01.01
1914,"Kutno, Poland",1914.01.01
1922,"Kutno, Poland",1922.01.01
1924,"Kutno, Poland",1924.01.01
1890,"Kutno, Poland",1890.01.01
1890,"Kutno, Poland",1890.01.01
1921,"Kutno, Poland",1921.01.01
1881,"Kutno, Poland",1881.01.01
1918,"Kutno, Poland",1918.01.01
1893,"Kutno, Poland",1893.01.01
1893,"Kutno, Poland",1893.01.01
1878,"Kutno, Poland",1878.01.01
1906,"Kutno, Poland",1906.01.01
1896,"Kutno, Poland",1896.01.01
1896,"Kutno, Poland",1896.01.01
1916,"Kutno, Poland",1916.01.01
1868,"Kutno, Poland",1868.01.01
1888,"Kutno, Poland",1888.01.01
1887,"Kutno, Poland",1887.01.01
1920,"Zambrow, Poland",1920.01.01
1900,"Zambrow, Poland",1900.01.01
1914,"Zambrow, Poland",1914.01.01
1914,"Zambrow, Poland",1914.01.01
1922,"Zambrow, Poland",1922.01.01
1890,"Zambrow, Poland",1890.01.01
1915,"Zambrow, Poland",1915.01.01
1888,"Zambrow, Poland",1888.01.01
1920,"Bratislava, Czechoslovakia",1920.01.01
1898,"Bratislava, Czechoslovakia",1898.01.01
1900,"Bratislava, Czechoslovakia",1900.01.01
1895,"Bratislava, Czechoslovakia",1895.01.01
1922,"Bratislava, Czechoslovakia",1922.01.01
1922,"Bratislava, Czechoslovakia",1922.01.01
1892,"Bratislava, Czechoslovakia",1892.01.01
1924,"Bratislava, Czechoslovakia",1924.01.01
1910,"Bratislava, Czechoslovakia",1910.01.01
1921,"Bratislava, Czechoslovakia",1921.01.01
1921,"Bratislava, Czechoslovakia",1921.01.01
1909,"Bratislava, Czechoslovakia",1909.01.01
1909,"Bratislava, Czechoslovakia",1909.01.01
1935,"Bratislava, Czechoslovakia",1935.01.01
1903,"Bratislava, Czechoslovakia",1903.01.01
1926,"Bratislava, Czechoslovakia",1926.01.01
1906,"Bratislava, Czechoslovakia",1906.01.01
1925,"Bratislava, Czechoslovakia",1925.01.01
1901,"Bratislava, Czechoslovakia",1901.01.01
1919,"Bratislava, Czechoslovakia",1919.01.01
1875,"Bratislava, Czechoslovakia",1875.01.01
1889,"Bratislava, Czechoslovakia",1889.01.01
1889,"Bratislava, Czechoslovakia",1889.01.01
1889,"Bratislava, Czechoslovakia",1889.01.01
1887,"Bratislava, Czechoslovakia",1887.01.01
1934,"Bratislava, Czechoslovakia",1934.01.01
1920,"Osijek, Yugoslavia",1920.01.01
1902,"Osijek, Yugoslavia",1902.01.01
1882,"Osijek, Yugoslavia",1882.01.01
1914,"Osijek, Yugoslavia",1914.01.01
1895,"Osijek, Yugoslavia",1895.01.01
1892,"Osijek, Yugoslavia",1892.01.01
1927,"Osijek, Yugoslavia",1927.01.01
1927,"Osijek, Yugoslavia",1927.01.01
1931,"Osijek, Yugoslavia",1931.01.01
1906,"Osijek, Yugoslavia",1906.01.01
1884,"Osijek, Yugoslavia",1884.01.01
1888,"Osijek, Yugoslavia",1888.01.01
1876,"Osijek, Yugoslavia",1876.01.01
1939,"Osijek, Yugoslavia",1939.01.01
1920,"Fulek, Czechoslovakia",1920.01.01
1912,"Fulek, Czechoslovakia",1912.01.01
1880,"Fulek, Czechoslovakia",1880.01.01
1910,"Fulek, Czechoslovakia",1910.01.01
1908,"Fulek, Czechoslovakia",1908.01.01
1905,"Fulek, Czechoslovakia",1905.01.01
1920,"Wien, Austria",1920.01.01
1902,"Wien, Austria",1902.01.01
1880,"Wien, Austria",1880.01.01
1880,"Wien, Austria",1880.01.01
1880,"Wien, Austria",1880.01.01
1898,"Wien, Austria",1898.01.01
1898,"Wien, Austria",1898.01.01
1891,"Wien, Austria",1891.01.01
1900,"Wien, Austria",1900.01.01
1900,"Wien, Austria",1900.01.01
1900,"Wien, Austria",1900.01.01
1900,"Wien, Austria",1900.01.01
1900,"Wien, Austria",1900.01.01
1882,"Wien, Austria",1882.01.01
1882,"Wien, Austria",1882.01.01
1882,"Wien, Austria",1882.01.01
1882,"Wien, Austria",1882.01.01
1882,"Wien, Austria",1882.01.01
1895,"Wien, Austria",1895.01.01
1892,"Wien, Austria",1892.01.01
1892,"Wien, Austria",1892.01.01
1890,"Wien, Austria",1890.01.01
1890,"Wien, Austria",1890.01.01
1890,"Wien, Austria",1890.01.01
1890,"Wien, Austria",1890.01.01
1921,"Wien, Austria",1921.01.01
1909,"Wien, Austria",1909.01.01
1927,"Wien, Austria",1927.01.01
1894,"Wien, Austria",1894.01.01
1894,"Wien, Austria",1894.01.01
1893,"Wien, Austria",1893.01.01
1878,"Wien, Austria",1878.01.01
1878,"Wien, Austria",1878.01.01
1878,"Wien, Austria",1878.01.01
1906,"Wien, Austria",1906.01.01
1906,"Wien, Austria",1906.01.01
1885,"Wien, Austria",1885.01.01
1885,"Wien, Austria",1885.01.01
1885,"Wien, Austria",1885.01.01
1901,"Wien, Austria",1901.01.01
1908,"Wien, Austria",1908.01.01
1877,"Wien, Austria",1877.01.01
1877,"Wien, Austria",1877.01.01
1877,"Wien, Austria",1877.01.01
1877,"Wien, Austria",1877.01.01
1879,"Wien, Austria",1879.01.01
1879,"Wien, Austria",1879.01.01
1879,"Wien, Austria",1879.01.01
1907,"Wien, Austria",1907.01.01
1883,"Wien, Austria",1883.01.01
1883,"Wien, Austria",1883.01.01
1896,"Wien, Austria",1896.01.01
1896,"Wien, Austria",1896.01.01
1916,"Wien, Austria",1916.01.01
1916,"Wien, Austria",1916.01.01
1916,"Wien, Austria",1916.01.01
1916,"Wien, Austria",1916.01.01
1917,"Wien, Austria",1917.01.01
1884,"Wien, Austria",1884.01.01
1884,"Wien, Austria",1884.01.01
1884,"Wien, Austria",1884.01.01
1888,"Wien, Austria",1888.01.01
1888,"Wien, Austria",1888.01.01
1887,"Wien, Austria",1887.01.01
1887,"Wien, Austria",1887.01.01
1886,"Wien, Austria",1886.01.01
1876,"Wien, Austria",1876.01.01
1876,"Wien, Austria",1876.01.01
1873,"Wien, Austria",1873.01.01
1873,"Wien, Austria",1873.01.01
1873,"Wien, Austria",1873.01.01
1873,"Wien, Austria",1873.01.01
1936,"Wien, Austria",1936.01.01
1920,"Janow Podlaski, Poland",1920.01.01
1917,"Janow Podlaski, Poland",1917.01.01
1920,"Sosnowitz,",1920.01.01
1902,"Sosnowitz,",1902.01.01
1901,"Sosnowitz,",1901.01.01
1920,"Kovna, Lithuania",1920.01.01
1912,"Kovna, Lithuania",1912.01.01
1915,"Kovna, Lithuania",1915.01.01
1920,"Brzesko, Poland",1920.01.01
1923,"Brzesko, Poland",1923.01.01
1912,"Brzesko, Poland",1912.01.01
1912,"Brzesko, Poland",1912.01.01
1912,"Brzesko, Poland",1912.01.01
1914,"Brzesko, Poland",1914.01.01
1922,"Brzesko, Poland",1922.01.01
1924,"Brzesko, Poland",1924.01.01
1910,"Brzesko, Poland",1910.01.01
1921,"Brzesko, Poland",1921.01.01
1918,"Brzesko, Poland",1918.01.01
1918,"Brzesko, Poland",1918.01.01
1918,"Brzesko, Poland",1918.01.01
1915,"Brzesko, Poland",1915.01.01
1926,"Brzesko, Poland",1926.01.01
1908,"Brzesko, Poland",1908.01.01
1908,"Brzesko, Poland",1908.01.01
1908,"Brzesko, Poland",1908.01.01
1913,"Brzesko, Poland",1913.01.01
1907,"Brzesko, Poland",1907.01.01
1916,"Brzesko, Poland",1916.01.01
1866,"Brzesko, Poland",1866.01.01
1919,"Brzesko, Poland",1919.01.01
1919,"Brzesko, Poland",1919.01.01
1867,"Brzesko, Poland",1867.01.01
1920,"Bochnia, Poland",1920.01.01
1914,"Bochnia, Poland",1914.01.01
1920,"Beuten, Germany",1920.01.01
1920,"Bukachev, Ukraine (USSR)",1920.01.01
1885,"Bukachev, Ukraine (USSR)",1885.01.01
1920,"Snitkow, Ukraine (USSR)",1920.01.01
1920,"Dinov, Poland",1920.01.01
1902,"Dinov, Poland",1902.01.01
1920,"Bruenn, Czechoslovakia",1920.01.01
1888,"Bruenn, Czechoslovakia",1888.01.01
1920,"Łomża, Poland",1920.01.01
1902,"Łomża, Poland",1902.01.01
1900,"Łomża, Poland",1900.01.01
1895,"Łomża, Poland",1895.01.01
1924,"Łomża, Poland",1924.01.01
1910,"Łomża, Poland",1910.01.01
1927,"Łomża, Poland",1927.01.01
1918,"Łomża, Poland",1918.01.01
1918,"Łomża, Poland",1918.01.01
1918,"Łomża, Poland",1918.01.01
1908,"Łomża, Poland",1908.01.01
1916,"Łomża, Poland",1916.01.01
1920,"Zuromin, Poland",1920.01.01
1912,"Zuromin, Poland",1912.01.01
1895,"Zuromin, Poland",1895.01.01
1890,"Zuromin, Poland",1890.01.01
1921,"Zuromin, Poland",1921.01.01
1905,"Zuromin, Poland",1905.01.01
1897,"Zuromin, Poland",1897.01.01
1916,"Zuromin, Poland",1916.01.01
1916,"Zuromin, Poland",1916.01.01
1917,"Zuromin, Poland",1917.01.01
1888,"Zuromin, Poland",1888.01.01
1919,"Zuromin, Poland",1919.01.01
1920,"Lublin, Poland",1920.01.01
1904,"Lublin, Poland",1904.01.01
1900,"Lublin, Poland",1900.01.01
1914,"Lublin, Poland",1914.01.01
1914,"Lublin, Poland",1914.01.01
1922,"Lublin, Poland",1922.01.01
1932,"Lublin, Poland",1932.01.01
1930,"Lublin, Poland",1930.01.01
1924,"Lublin, Poland",1924.01.01
1910,"Lublin, Poland",1910.01.01
1910,"Lublin, Poland",1910.01.01
1918,"Lublin, Poland",1918.01.01
1918,"Lublin, Poland",1918.01.01
1915,"Lublin, Poland",1915.01.01
1903,"Lublin, Poland",1903.01.01
1903,"Lublin, Poland",1903.01.01
1893,"Lublin, Poland",1893.01.01
1908,"Lublin, Poland",1908.01.01
1905,"Lublin, Poland",1905.01.01
1920,"Dworkowa, Poland",1920.01.01
1920,"Losice, Poland",1920.01.01
1902,"Losice, Poland",1902.01.01
1912,"Losice, Poland",1912.01.01
1912,"Losice, Poland",1912.01.01
1912,"Losice, Poland",1912.01.01
1880,"Losice, Poland",1880.01.01
1891,"Losice, Poland",1891.01.01
1922,"Losice, Poland",1922.01.01
1924,"Losice, Poland",1924.01.01
1890,"Losice, Poland",1890.01.01
1910,"Losice, Poland",1910.01.01
1910,"Losice, Poland",1910.01.01
1921,"Losice, Poland",1921.01.01
1918,"Losice, Poland",1918.01.01
1918,"Losice, Poland",1918.01.01
1915,"Losice, Poland",1915.01.01
1915,"Losice, Poland",1915.01.01
1885,"Losice, Poland",1885.01.01
1905,"Losice, Poland",1905.01.01
1883,"Losice, Poland",1883.01.01
1916,"Losice, Poland",1916.01.01
1888,"Losice, Poland",1888.01.01
1920,"Mec,",1920.01.01
1921,"Mec,",1921.01.01
1919,"Mec,",1919.01.01
1920,"Staszow, Poland",1920.01.01
1899,"Staszow, Poland",1899.01.01
